ref_area.label,source.label,indicator.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2005,6.761,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2005,46.116,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): X. Not elsewhere classified,,2005,21.033,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (Skill level): Total,,2004,1687.682,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (Skill level): Total,,2004,900.906,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (Skill level): Total,,2004,786.776,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): Total,,2004,1687.682,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2004,109.405,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 2. Administrative and managerial workers,,2004,43.739,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 3. Clerical and related workers,,2004,124.324,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 4. Sales workers,,2004,271.356,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 5. Service workers,,2004,354.711,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2004,89.766,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2004,479.08,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): X. Not elsewhere classified,,2004,72.064,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): Total,,2004,900.906,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2004,40.243,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 2. Administrative and managerial workers,,2004,26.475,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 3. Clerical and related workers,,2004,33.479,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 4. Sales workers,,2004,89.817,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 5. Service workers,,2004,114.383,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2004,84.372,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2004,427.535,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): X. Not elsewhere classified,,2004,31.41,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): Total,,2004,786.776,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2004,69.162,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 2. Administrative and managerial workers,,2004,17.264,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 3. Clerical and related workers,,2004,90.845,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 4. Sales workers,,2004,181.539,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 5. Service workers,,2004,240.328,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2004,5.394,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2004,51.545,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): X. Not elsewhere classified,,2004,40.654,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (Skill level): Total,,2003,2014.913,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (Skill level): Total,,2003,1034.203,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (Skill level): Total,,2003,980.71,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): Total,,2003,2014.913,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2003,137.4,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 2. Administrative and managerial workers,,2003,36.659,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 3. Clerical and related workers,,2003,163.217,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 4. Sales workers,,2003,354.263,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 5. Service workers,,2003,413.536,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2003,100.644,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2003,571.44,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): X. Not elsewhere classified,,2003,72.704,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): Total,,2003,1034.203,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2003,49.414,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 2. Administrative and managerial workers,,2003,22.134,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 3. Clerical and related workers,,2003,42.338,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 4. Sales workers,,2003,118.684,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 5. Service workers,,2003,119.865,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2003,94.451,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2003,502.067,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): X. Not elsewhere classified,,2003,28.067,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): Total,,2003,980.71,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2003,87.986,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 2. Administrative and managerial workers,,2003,14.525,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 3. Clerical and related workers,,2003,120.879,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 4. Sales workers,,2003,235.579,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 5. Service workers,,2003,293.671,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2003,6.193,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2003,69.373,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): X. Not elsewhere classified,,2003,44.637,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (Skill level): Total,,2002,1887.739,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (Skill level): Total,,2002,1017.138,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (Skill level): Total,,2002,870.601,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): Total,,2002,1887.739,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2002,119.181,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 2. Administrative and managerial workers,,2002,29.186,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 3. Clerical and related workers,,2002,158.202,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 4. Sales workers,,2002,315.106,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 5. Service workers,,2002,369.232,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2002,108.125,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2002,570.336,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): X. Not elsewhere classified,,2002,60.475,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): Total,,2002,1017.138,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2002,42.963,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 2. Administrative and managerial workers,,2002,20.318,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 3. Clerical and related workers,,2002,41.37,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 4. Sales workers,,2002,111.205,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 5. Service workers,,2002,116.894,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2002,102.6,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2002,503.36,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): X. Not elsewhere classified,,2002,20.971,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): Total,,2002,870.601,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2002,76.218,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 2. Administrative and managerial workers,,2002,8.868,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 3. Clerical and related workers,,2002,116.832,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 4. Sales workers,,2002,203.901,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 5. Service workers,,2002,252.338,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2002,5.525,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2002,66.976,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): X. Not elsewhere classified,,2002,39.504,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (Skill level): Total,,2001,1419.182,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (Skill level): Total,,2001,788.078,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (Skill level): Total,,2001,631.104,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): Total,,2001,1419.182,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2001,89.34,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 2. Administrative and managerial workers,,2001,27.428,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 3. Clerical and related workers,,2001,133.62,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 4. Sales workers,,2001,205.892,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): 5. Service workers,,2001,273.96,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2001,72.63,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2001,433.3,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): X. Not elsewhere classified,,2001,43.215,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): Total,,2001,788.078,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2001,28.956,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 2. Administrative and managerial workers,,2001,17.05,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 3. Clerical and related workers,,2001,38.117,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 4. Sales workers,,2001,74.703,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): 5. Service workers,,2001,104.244,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2001,65.977,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2001,385.362,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (ISCO-68): X. Not elsewhere classified,,2001,18.4,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): Total,,2001,631.104,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2001,60.384,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 2. Administrative and managerial workers,,2001,10.378,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 3. Clerical and related workers,,2001,95.503,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 4. Sales workers,,2001,131.189,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): 5. Service workers,,2001,169.716,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 6. Agriculture, animal husbandry and forestry workers, fishermen and hunters",,2001,6.653,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,"Occupation (ISCO-68): 7,8,9. Production and related workers, transport equipment operators and labourers",,2001,47.938,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (ISCO-68): X. Not elsewhere classified,,2001,24.815,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (Skill level): Total,,2000,1365.752,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Male,Occupation (Skill level): Total,,2000,821.162,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Female,Occupation (Skill level): Total,,2000,544.59,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,Occupation (ISCO-68): Total,,2000,1365.752,,,,Data reference period: First semester
Venezuela (Bolivarian Republic of),LFS - Household Sample Survey,Unemployment of previously employed persons by sex and former occupation (thousands),Sex: Total,"Occupation (ISCO-68): 0/1. Professional, technical and related workers",,2000,100.723,,,,Data reference period: First semester
